,dataset_name,model_name,layers,perplexity,test_len,n_layers
87,['SQUAD'],Uniform,"[2, 3, 4, 5, 8, 9, 10]",120.124983978543,762,7
88,['SQUAD'],Uniform,"[1, 4, 5, 6, 8, 9, 10, 11]",118.66882971128422,762,8
89,['SQUAD'],Uniform,"[2, 3, 4, 5, 6, 7, 9, 10]",163.883202711135,762,8
90,['SQUAD'],Uniform,"[2, 3, 4, 5, 6, 7, 10, 11]",204.13681601562016,762,8
91,['SQUAD'],Uniform,"[2, 3, 5, 6, 7, 8, 9, 11]",135.7748968789915,762,8
92,['SQUAD'],Uniform,"[1, 2, 3, 4, 7, 8, 9, 11]",248.8330734200412,762,8
93,['SQUAD'],Uniform,"[2, 5]",28.12323914914044,762,2
94,['SQUAD'],Uniform,"[2, 7]",25.5689332321584,762,2
95,['SQUAD'],Uniform,"[3, 10]",24.01304469955892,762,2
96,['SQUAD'],Uniform,"[1, 3]",22.61693752953101,762,2
97,['SQUAD'],Uniform,"[5, 8]",28.29842362625632,762,2
98,['SQUAD'],Uniform,"[4, 10]",25.839300801859856,762,2
99,['SQUAD'],Uniform,"[1, 5]",26.88018039923392,762,2
100,['SQUAD'],Uniform,"[1, 3]",22.61693752953101,762,2
101,['SQUAD'],Uniform,"[5, 7]",29.78869734550026,762,2
102,['SQUAD'],Uniform,"[4, 10]",25.839300801859856,762,2
103,['SQUAD'],Uniform,"[1, 5, 9]",27.845473124185883,762,3
104,['SQUAD'],Uniform,"[5, 7, 8]",33.71815328626829,762,3
105,['SQUAD'],Uniform,"[3, 6, 9]",27.63294136606057,762,3
106,['SQUAD'],Uniform,"[1, 2, 8]",25.428918515476823,762,3
107,['SQUAD'],Uniform,"[2, 4, 10]",26.93295680001412,762,3
108,['SQUAD'],Uniform,"[2, 6, 8]",27.991004538120684,762,3
109,['SQUAD'],Uniform,"[3, 5, 10]",30.26730342914573,762,3
110,['SQUAD'],Uniform,"[1, 8, 11]",31.042399455387955,762,3
111,['SQUAD'],Uniform,"[2, 6, 11]",34.399771994638606,762,3
112,['SQUAD'],Uniform,"[5, 6, 11]",43.76634307081135,762,3
113,['SQUAD'],Uniform,"[2, 3, 7, 8]",34.53375844368446,762,4
114,['SQUAD'],Uniform,"[3, 5, 6, 10]",36.698145449942665,762,4
115,['SQUAD'],Uniform,"[4, 6, 9, 10]",34.56159885475506,762,4
116,['SQUAD'],Uniform,"[1, 5, 6, 9]",33.68597232101805,762,4
117,['SQUAD'],Uniform,"[6, 7, 9, 10]",40.580971885742784,762,4
118,['SQUAD'],Uniform,"[2, 3, 5, 7]",44.63006758789569,762,4
119,['SQUAD'],Uniform,"[2, 3, 9, 11]",39.88544828788582,762,4
120,['SQUAD'],Uniform,"[3, 5, 7, 10]",34.77469181149191,762,4
121,['SQUAD'],Uniform,"[1, 3, 6, 10]",28.5975166417156,762,4
122,['SQUAD'],Uniform,"[3, 4, 5, 8]",45.071707377592986,762,4
123,['SQUAD'],Uniform,"[2, 6, 7, 10, 11]",55.42735804612688,762,5
124,['SQUAD'],Uniform,"[1, 2, 5, 8, 10]",38.93169612164536,762,5
125,['SQUAD'],Uniform,"[2, 3, 4, 6, 7]",77.73434914154954,762,5
126,['SQUAD'],Uniform,"[5, 7, 8, 10, 11]",60.17684566822002,762,5
127,['SQUAD'],Uniform,"[4, 5, 8, 9, 10]",45.69107531611244,762,5
128,['SQUAD'],Uniform,"[3, 4, 6, 9, 10]",40.513262929898985,762,5
129,['SQUAD'],Uniform,"[1, 2, 3, 4, 6]",157.79879651069652,762,5
130,['SQUAD'],Uniform,"[1, 6, 7, 8, 11]",48.2718904468872,762,5
131,['SQUAD'],Uniform,"[1, 2, 5, 8, 10]",38.93169612164536,762,5
132,['SQUAD'],Uniform,"[3, 5, 7, 8, 10]",41.0419845534597,762,5
133,['SQUAD'],Uniform,"[1, 4, 5, 6, 7, 10]",54.07172382272015,762,6
134,['SQUAD'],Uniform,"[1, 2, 3, 8, 10, 11]",78.64983197702084,762,6
135,['SQUAD'],Uniform,"[1, 3, 4, 5, 10, 11]",83.29019676252888,762,6
136,['SQUAD'],Uniform,"[2, 3, 5, 6, 8, 9]",62.99707777294312,762,6
137,['SQUAD'],Uniform,"[2, 3, 4, 5, 8, 10]",87.81431206528717,762,6
138,['SQUAD'],Uniform,"[2, 3, 4, 7, 8, 10]",64.34013478132987,762,6
139,['SQUAD'],Uniform,"[2, 5, 6, 9, 10, 11]",83.95922213193087,762,6
140,['SQUAD'],Uniform,"[3, 5, 6, 8, 9, 10]",56.192849755954434,762,6
141,['SQUAD'],Uniform,"[1, 3, 4, 8, 10, 11]",54.24176146376568,762,6
142,['SQUAD'],Uniform,"[3, 6, 7, 8, 9, 10]",63.75121794523905,762,6
143,['SQUAD'],Uniform,"[1, 2, 4, 7, 8, 10, 11]",81.35193646104874,762,7
144,['SQUAD'],Uniform,"[2, 5, 6, 7, 8, 9, 10]",104.33683802953504,762,7
145,['SQUAD'],Uniform,"[1, 2, 5, 7, 9, 10, 11]",97.11957906854336,762,7
146,['SQUAD'],Uniform,"[1, 2, 5, 6, 7, 8, 10]",75.36736405697305,762,7
147,['SQUAD'],Uniform,"[1, 3, 6, 7, 8, 10, 11]",71.22764827806478,762,7
148,['SQUAD'],Uniform,"[1, 3, 4, 6, 7, 10, 11]",83.64665260136921,762,7
149,['SQUAD'],Uniform,"[1, 2, 3, 7, 8, 10, 11]",103.22301501433796,762,7
150,['SQUAD'],Uniform,"[1, 2, 4, 6, 7, 8, 10]",68.81009211539825,762,7
151,['SQUAD'],Uniform,"[2, 4, 5, 6, 7, 8, 11]",105.98404811351404,762,7
152,['SQUAD'],Uniform,"[1, 2, 3, 5, 6, 7, 8]",111.83582589968894,762,7
153,['SQUAD'],Uniform,"[1, 3, 4, 5, 6, 7, 9, 11]",114.62050781109272,762,8
154,['SQUAD'],Uniform,"[1, 5, 6, 7, 8, 9, 10, 11]",172.01006061861102,762,8
155,['SQUAD'],Uniform,"[2, 3, 4, 5, 6, 8, 10, 11]",180.80345973837547,762,8
156,['SQUAD'],Uniform,"[3, 4, 5, 6, 7, 8, 10, 11]",137.29999204736038,762,8
157,['SQUAD'],Uniform,"[1, 2, 4, 6, 7, 8, 9, 11]",112.31021722992216,762,8
158,['SQUAD'],Uniform,"[2, 3, 5, 6, 8, 9, 10, 11]",152.66091545166,762,8
159,['SQUAD'],Uniform,"[1, 3, 4, 5, 6, 9, 10, 11]",133.92107746734567,762,8
160,['SQUAD'],Uniform,"[1, 3, 4, 7, 8, 9, 10, 11]",129.92584483723954,762,8
161,['SQUAD'],Uniform,"[1, 2, 3, 4, 5, 7, 8, 11]",262.60513896179947,762,8
162,['SQUAD'],Uniform,"[1, 3, 4, 5, 6, 9, 10, 11]",133.92107746734567,762,8
163,['SQUAD'],Uniform,"[9, 11]",31.198278914523208,762,2
164,['SQUAD'],Uniform,"[3, 4]",27.527291135194083,762,2
165,['SQUAD'],Uniform,"[3, 9]",23.341965128738067,762,2
166,['SQUAD'],Uniform,"[6, 11]",33.17530528106694,762,2
167,['SQUAD'],Uniform,"[7, 9]",27.335260744722262,762,2
168,['SQUAD'],Uniform,"[9, 10]",27.64070336341023,762,2
169,['SQUAD'],Uniform,"[3, 5]",29.173617470606533,762,2
170,['SQUAD'],Uniform,"[7, 9]",27.335260744722262,762,2
171,['SQUAD'],Uniform,"[1, 8]",24.40818757846964,762,2
172,['SQUAD'],Uniform,"[1, 2]",23.68241275047496,762,2
173,['SQUAD'],Uniform,"[2, 6, 7]",31.7984738601074,762,3
174,['SQUAD'],Uniform,"[2, 3, 6]",32.694385293699746,762,3
175,['SQUAD'],Uniform,"[4, 5, 11]",43.97641632881221,762,3
176,['SQUAD'],Uniform,"[1, 5, 11]",35.09663406647132,762,3
177,['SQUAD'],Uniform,"[4, 6, 10]",29.552186994609645,762,3
178,['SQUAD'],Uniform,"[6, 10, 11]",40.03683975092787,762,3
179,['SQUAD'],Uniform,"[1, 6, 10]",27.68405376841236,762,3
180,['SQUAD'],Uniform,"[6, 7, 8]",34.34211429999523,762,3
181,['SQUAD'],Uniform,"[2, 3, 5]",39.30098680362665,762,3
182,['SQUAD'],Uniform,"[3, 4, 8]",29.71243251134908,762,3
183,['SQUAD'],Uniform,"[2, 6, 9, 10]",31.21731920233097,762,4
184,['SQUAD'],Uniform,"[4, 8, 9, 10]",35.08523912341942,762,4
185,['SQUAD'],Uniform,"[3, 6, 10, 11]",42.40811457846576,762,4
186,['SQUAD'],Uniform,"[2, 4, 6, 10]",34.43375957214603,762,4
187,['SQUAD'],Uniform,"[3, 4, 7, 10]",33.601227761134425,762,4
188,['SQUAD'],Uniform,"[6, 7, 9, 11]",46.517307055831566,762,4
189,['SQUAD'],Uniform,"[1, 2, 3, 7]",45.303046456791726,762,4
190,['SQUAD'],Uniform,"[1, 3, 4, 10]",31.33508474201495,762,4
191,['SQUAD'],Uniform,"[1, 5, 8, 9]",31.892173041945806,762,4
192,['SQUAD'],Uniform,"[2, 5, 7, 10]",34.1640752170861,762,4
193,['SQUAD'],Uniform,"[1, 6, 8, 9, 11]",44.384743428567,762,5
194,['SQUAD'],Uniform,"[2, 5, 7, 8, 11]",54.57670187945328,762,5
195,['SQUAD'],Uniform,"[5, 7, 9, 10, 11]",73.38290549525607,762,5
196,['SQUAD'],Uniform,"[1, 3, 5, 6, 10]",39.103009984317744,762,5
197,['SQUAD'],Uniform,"[2, 5, 7, 8, 11]",54.57670187945328,762,5
198,['SQUAD'],Uniform,"[1, 2, 3, 5, 6]",83.16617712252689,762,5
199,['SQUAD'],Uniform,"[5, 7, 8, 9, 11]",58.03380116517892,762,5
200,['SQUAD'],Uniform,"[1, 3, 5, 7, 11]",49.29545651236633,762,5
201,['SQUAD'],Uniform,"[1, 2, 3, 4, 10]",122.23004271642486,762,5
202,['SQUAD'],Uniform,"[1, 3, 6, 8, 11]",39.837065139450615,762,5
203,['SQUAD'],Uniform,"[2, 3, 6, 7, 8, 9]",59.201446080549246,762,6
204,['SQUAD'],Uniform,"[1, 3, 5, 6, 7, 9]",52.89718754991274,762,6
205,['SQUAD'],Uniform,"[1, 2, 3, 5, 10, 11]",129.86842666112312,762,6
206,['SQUAD'],Uniform,"[1, 4, 5, 6, 8, 9]",50.18458092431008,762,6
207,['SQUAD'],Uniform,"[3, 4, 5, 6, 9, 11]",82.60192093235689,762,6
208,['SQUAD'],Uniform,"[1, 2, 3, 5, 6, 10]",83.9659882987484,762,6
209,['SQUAD'],Uniform,"[3, 5, 6, 7, 8, 11]",74.03699886016493,762,6
210,['SQUAD'],Uniform,"[3, 4, 6, 7, 10, 11]",73.96113503150647,762,6
211,['SQUAD'],Uniform,"[3, 4, 5, 7, 8, 11]",76.16633731963361,762,6
212,['SQUAD'],Uniform,"[1, 3, 4, 7, 9, 11]",54.710917292390086,762,6
213,['SQUAD'],Uniform,"[1, 2, 4, 6, 7, 9, 11]",87.74562514076872,762,7
214,['SQUAD'],Uniform,"[1, 3, 4, 6, 7, 9, 11]",74.3594914309539,762,7
215,['SQUAD'],Uniform,"[1, 2, 6, 7, 8, 9, 11]",77.35571204912975,762,7
216,['SQUAD'],Uniform,"[1, 2, 4, 5, 6, 7, 8]",105.70418985915056,762,7
217,['SQUAD'],Uniform,"[1, 2, 3, 7, 8, 9, 11]",97.88451788814514,762,7
218,['SQUAD'],Uniform,"[1, 3, 4, 6, 8, 9, 11]",67.35368392911866,762,7
219,['SQUAD'],Uniform,"[2, 4, 5, 6, 8, 9, 10]",79.62350373807227,762,7
220,['SQUAD'],Uniform,"[2, 3, 5, 7, 8, 10, 11]",98.64555607374872,762,7
221,['SQUAD'],Uniform,"[1, 4, 5, 6, 8, 10, 11]",75.05624617947198,762,7
222,['SQUAD'],Uniform,"[1, 2, 5, 7, 8, 10, 11]",82.17316059905697,762,7
223,['SQUAD'],Uniform,"[1, 3, 4, 5, 7, 8, 10, 11]",107.8987054930916,762,8
224,['SQUAD'],Uniform,"[1, 2, 3, 4, 5, 7, 10, 11]",330.96572750269894,762,8
225,['SQUAD'],Uniform,"[2, 4, 5, 6, 7, 8, 9, 10]",142.67507734816954,762,8
226,['SQUAD'],Uniform,"[1, 3, 4, 5, 8, 9, 10, 11]",128.6678144251517,762,8
227,['SQUAD'],Uniform,"[1, 2, 3, 4, 6, 8, 9, 10]",186.7619914911428,762,8
228,['SQUAD'],Uniform,"[2, 3, 4, 5, 6, 7, 8, 9]",182.44452802787023,762,8
229,['SQUAD'],Uniform,"[1, 3, 4, 5, 6, 7, 8, 11]",120.1958603088625,762,8
230,['SQUAD'],Uniform,"[4, 5, 6, 7, 8, 9, 10, 11]",204.36637541829043,762,8
231,['SQUAD'],Uniform,"[2, 3, 4, 5, 6, 8, 9, 11]",166.29555719323167,762,8
232,['SQUAD'],Uniform,"[1, 3, 4, 5, 6, 7, 8, 11]",120.1958603088625,762,8
233,['SQUAD'],Uniform,"[4, 11]",31.41841332336097,762,2
234,['SQUAD'],Uniform,"[10, 11]",34.40922967563004,762,2
235,['SQUAD'],Uniform,"[1, 9]",23.696318088759565,762,2
236,['SQUAD'],Uniform,"[2, 9]",22.56075497275532,762,2
237,['SQUAD'],Uniform,"[4, 11]",31.41841332336097,762,2
238,['SQUAD'],Uniform,"[5, 6]",30.93990857595818,762,2
239,['SQUAD'],Uniform,"[6, 8]",27.74308452372708,762,2
240,['SQUAD'],Uniform,"[4, 11]",31.41841332336097,762,2
241,['SQUAD'],Uniform,"[1, 7]",25.784603635066656,762,2
242,['SQUAD'],Uniform,"[4, 6]",28.193751090979514,762,2
243,['SQUAD'],Uniform,"[4, 5, 9]",32.51594099119641,762,3
244,['SQUAD'],Uniform,"[4, 7, 9]",29.209474391260475,762,3
245,['SQUAD'],Uniform,"[1, 2, 3]",40.86511814698353,762,3
246,['SQUAD'],Uniform,"[4, 5, 6]",38.86127208476356,762,3
247,['SQUAD'],Uniform,"[3, 9, 11]",31.392221660996903,762,3
248,['SQUAD'],Uniform,"[4, 6, 7]",33.50123737019951,762,3
249,['SQUAD'],Uniform,"[2, 5, 11]",39.85334786072946,762,3
250,['SQUAD'],Uniform,"[9, 10, 11]",45.53797228324197,762,3
251,['SQUAD'],Uniform,"[2, 8, 9]",25.17107732168692,762,3
252,['SQUAD'],Uniform,"[5, 6, 8]",33.84962203974102,762,3
253,['SQUAD'],Uniform,"[1, 2, 3, 5]",64.89858451939965,762,4
254,['SQUAD'],Uniform,"[5, 8, 9, 10]",38.90397126380105,762,4
255,['SQUAD'],Uniform,"[1, 8, 9, 11]",35.87671138304195,762,4
256,['SQUAD'],Uniform,"[4, 8, 9, 11]",39.69351674231397,762,4
257,['SQUAD'],Uniform,"[3, 4, 7, 11]",45.2015760319187,762,4
258,['SQUAD'],Uniform,"[2, 4, 8, 9]",30.288815606986983,762,4
259,['SQUAD'],Uniform,"[5, 7, 9, 11]",46.36634344234432,762,4
260,['SQUAD'],Uniform,"[2, 8, 9, 10]",31.487020843105977,762,4
261,['SQUAD'],Uniform,"[4, 5, 7, 8]",39.94309804928125,762,4
262,['SQUAD'],Uniform,"[1, 2, 8, 11]",34.29635046450043,762,4
263,['SQUAD'],Uniform,"[3, 6, 8, 9, 10]",40.51762908494584,762,5
264,['SQUAD'],Uniform,"[2, 7, 8, 10, 11]",50.852659822817984,762,5
265,['SQUAD'],Uniform,"[2, 5, 6, 7, 9]",50.52861002445212,762,5
266,['SQUAD'],Uniform,"[2, 4, 9, 10, 11]",55.3852713232528,762,5
267,['SQUAD'],Uniform,"[5, 6, 7, 8, 11]",65.16753542292638,762,5
268,['SQUAD'],Uniform,"[2, 3, 6, 8, 11]",51.72413603734795,762,5
269,['SQUAD'],Uniform,"[4, 7, 8, 9, 10]",48.32519462577064,762,5
270,['SQUAD'],Uniform,"[2, 3, 4, 6, 9]",70.46784574317398,762,5
271,['SQUAD'],Uniform,"[2, 3, 4, 7, 8]",63.12613867459662,762,5
272,['SQUAD'],Uniform,"[1, 4, 7, 8, 11]",42.62463388437818,762,5
273,['SQUAD'],Uniform,"[2, 3, 6, 8, 9, 11]",59.17581928876778,762,6
274,['SQUAD'],Uniform,"[1, 3, 5, 8, 9, 11]",52.982725939310434,762,6
275,['SQUAD'],Uniform,"[1, 6, 8, 9, 10, 11]",74.90833051751555,762,6
276,['SQUAD'],Uniform,"[2, 3, 5, 6, 7, 10]",65.31555480277692,762,6
277,['SQUAD'],Uniform,"[1, 2, 3, 4, 9, 11]",186.9239637812153,762,6
278,['SQUAD'],Uniform,"[2, 5, 6, 8, 10, 11]",70.10317264847002,762,6
279,['SQUAD'],Uniform,"[1, 2, 4, 5, 7, 11]",94.3569384271928,762,6
280,['SQUAD'],Uniform,"[1, 3, 4, 6, 7, 9]",50.7484015681138,762,6
281,['SQUAD'],Uniform,"[3, 5, 7, 8, 9, 11]",63.56853929979221,762,6
282,['SQUAD'],Uniform,"[1, 2, 6, 7, 10, 11]",65.50853271816561,762,6
283,['SQUAD'],Uniform,"[1, 2, 4, 7, 8, 9, 10]",71.46664537401944,762,7
284,['SQUAD'],Uniform,"[1, 2, 6, 7, 8, 10, 11]",81.50258728938894,762,7
285,['SQUAD'],Uniform,"[2, 3, 4, 6, 9, 10, 11]",170.73389949873524,762,7
286,['SQUAD'],Uniform,"[1, 4, 5, 7, 8, 9, 11]",70.27101365590356,762,7
287,['SQUAD'],Uniform,"[1, 2, 4, 5, 7, 10, 11]",116.51671115574908,762,7
288,['SQUAD'],Uniform,"[1, 2, 3, 5, 6, 8, 11]",126.7102181996614,762,7
289,['SQUAD'],Uniform,"[2, 3, 5, 6, 8, 9, 11]",93.22701288770736,762,7
290,['SQUAD'],Uniform,"[1, 2, 3, 6, 7, 10, 11]",124.84215870735484,762,7
291,['SQUAD'],Uniform,"[1, 4, 7, 8, 9, 10, 11]",99.2279036897809,762,7
292,['SQUAD'],Uniform,"[1, 5, 6, 7, 9, 10, 11]",108.02859224104198,762,7
293,['SQUAD'],Uniform,"[3, 4, 5, 7, 8, 9, 10, 11]",158.28569977645466,762,8
294,['SQUAD'],Uniform,"[1, 4, 5, 6, 7, 8, 9, 10]",116.25387826548037,762,8
295,['SQUAD'],Uniform,"[2, 3, 6, 7, 8, 9, 10, 11]",168.88775353051918,762,8
296,['SQUAD'],Uniform,"[1, 2, 4, 5, 6, 7, 8, 9]",129.79797388598533,762,8
297,['SQUAD'],Uniform,"[1, 2, 3, 4, 6, 7, 8, 11]",239.04667388953035,762,8
298,['SQUAD'],Uniform,"[3, 4, 5, 6, 7, 9, 10, 11]",164.79668241026886,762,8
299,['SQUAD'],Uniform,"[3, 5, 6, 7, 8, 9, 10, 11]",182.73097058044084,762,8
300,['SQUAD'],Uniform,"[1, 2, 4, 5, 6, 7, 9, 11]",136.84546948707174,762,8
301,['SQUAD'],Uniform,"[1, 2, 3, 7, 8, 9, 10, 11]",186.1447933727624,762,8
302,['SQUAD'],Uniform,"[2, 3, 5, 6, 7, 8, 10, 11]",138.09762639003827,762,8
303,['SQUAD'],Uniform,"[1, 4]",24.04665196010244,762,2
304,['SQUAD'],Uniform,"[1, 10]",24.603576698797045,762,2
305,['SQUAD'],Uniform,"[1, 11]",28.19490728390677,762,2
306,['SQUAD'],Uniform,"[2, 4]",25.652794413767232,762,2
307,['SQUAD'],Uniform,"[2, 6]",25.50189701007781,762,2
308,['SQUAD'],Uniform,"[2, 8]",23.04493318097622,762,2
309,['SQUAD'],Uniform,"[2, 10]",23.07093056893032,762,2
310,['SQUAD'],Uniform,"[3, 6]",26.54435051456492,762,2
311,['SQUAD'],Uniform,"[3, 7]",26.159105943894566,762,2
312,['SQUAD'],Uniform,"[3, 8]",23.91114192516284,762,2
313,['SQUAD'],Uniform,"[3, 11]",28.92733806365016,762,2
314,['SQUAD'],Uniform,"[5, 9]",27.54096529612625,762,2
315,['SQUAD'],Uniform,"[5, 10]",27.72277232120068,762,2
316,['SQUAD'],Uniform,"[5, 11]",35.29748726186428,762,2
317,['SQUAD'],Uniform,"[6, 7]",29.568544799741687,762,2
318,['SQUAD'],Uniform,"[6, 9]",27.12720528471833,762,2
319,['SQUAD'],Uniform,"[7, 8]",28.16518399481032,762,2
320,['SQUAD'],Uniform,"[7, 10]",27.244496352151074,762,2
321,['SQUAD'],Uniform,"[7, 11]",33.232881773308,762,2
